,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,Indicadora
167,Saudi Arabia,18,8,4.1,8,13645323662,63.17,82,31,100,100,100,97,97,97,2367048074,382061313,12.8,0.032568619,3100,9,12,56.89806865,12.5,11.6,13.4,7.9,14.5,13.6,15.5,7708,72,4866,9002,0,66.21412289,78.47684491,3,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,47.4,13,3,2.2,19.86754967,0,63.26745511,12,2,3,106,575,61,6,19,64,2.591785792,15,Bien
168,Senegal,16,7,63.7,0,579813000,48.57,153,54,47.6,33.8,65.4,78.5,67.3,92.9,82716000,0,23.6,1.633200285,61,17,315,60,41.7,37.8,46.5,20.8,47.2,44.3,54,24123,1800,12055,27059,5.3,75.55556667,86.6667,11,70707000,188620000,21748000,0,41640000,0,7228000,148000,60302000,379683000,19180000,131009000,568303000,40928000,1416000,4282000,0,1416000,11510000,41788000,132425000,0,0,13,5,18.4,42.66666667,0.5,80,4,6,58,200,740,81,71,6,620,3,47.3,Mal
169,Serbia,13,4,6.6,7,1472581000,68.41,59,15,96.4,94.2,98.2,99.2,98.9,99.4,634124000,70066000,20.2,0.025962136,3900,6,17,80,5.9,5.2,6.5,4.2,6.7,6,7.3,547,15,389,619,3.5,90,90,6,199188000,314931000,96529000,12931000,335683000,129042000,364000,52299000,596255000,980267000,77748000,795443000,1295198000,174277000,1413000,177019000,1799000,143386000,177383000,389781000,938829000,0,100,18,6,16,34,0,100,6,5,42,272,635,131,54,12,244.3,2,39.7,Bien
170,Seychelles,11,4,14.2,6,13645323662,61.05,95,20,98.4,98.4,98.4,95.7,95.7,95.7,2367048074,382061313,2.3,0.758700851,2851.535211,6,171.0704225,80,11.7,10.7,12.6,8.6,13.6,12.4,14.6,20,10793.52113,14,23,9,65.55553333,56.6666,62,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,17,4,18.8,43.75,47.5,60,9,2,29,151,915,137,33,32,85,2,30.1,Bien
171,Sierra Leone,15,6,44.2,0,75304000,49.69,147,56,13.3,6.9,22.8,62.6,47.8,84.9,5685000,0,11.3,5.93782379,17,22,1360,50,87.1,80.5,93.2,34.9,120.4,113.1,127.3,19014,3100,7615,26466,0.9,63.33336667,90.0001,62,3959000,10641000,2377000,0,0,0,0,0,14805000,64663000,3308000,18764000,75304000,5685000,0,0,0,0,0,0,18764000,0,0,16,7,18.8,12.39669421,1.2,50,6,5,34,166,515,82,56,10,344,2.3,31,Mal
172,Singapore,17,10,0.6,7,13645323662,87.34,1,26,100,65.98358183,100,100,83.81799192,100,2367048074,382061313,15.3,0.012125558,8200,12,10,56.89806865,2.1,1.9,2.3,1,2.7,2.5,2.9,112,5,53,145,1.1,66.21412289,78.47684491,58,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,58.6,10,4,2,25.25252525,0,63.26745511,3,8,6,26,150,31,4.5,2.5,83.5,0.8,18.4,Bien
173,Slovak Republic,11,3,1.5,6,13645323662,75.62,29,5,98.8,98.2,99.4,100,100,100,2367048074,382061313,39.7,0.00825552,12100,3,6,90,5.8,5.2,6.4,4.2,7.3,6.6,8,314,3,227,400,1,86.66666667,90,10,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,67.3,10,3,10.5,18.66666667,3.2,80,6,7,10,286,705,121,16.5,11.5,188,4,51.2,Bien
174,Slovenia,8,5,0,4,13645323662,75.62,29,33,99.1,99.1,99.1,99.5,99.4,99.7,2367048074,382061313,18.2,0.014295917,7000,5,9,56.89806865,2.1,2,2.3,1.4,2.6,2.3,2.8,46,2,31,57,0.1,66.21412289,78.47684491,11,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,12,5,12.7,36.66666667,3.1,63.26745511,2,3,10,224.5,1160,38,49.5,6,245,0.8,31,Bien
176,Solomon Islands,25,3,31.4,0,1595000,57.86,112,19,29.8,15,81.4,80.8,77.2,93.2,1166000,0,8.5,0.458520692,220,20,114,50,23.6,21.4,25.7,12.2,28.1,25.5,30.7,395,19,203,470,0.2,48.88886667,56.6666,17,1184000,0,444000,0,0,0,0,0,3690000,1595000,722000,4874000,1595000,1166000,0,0,0,0,0,0,4874000,0,0,13,10,23.3,2,0,40,7,10,34,98,455,53,86.5,9,80,1,32,Mal
177,Somalia,18,5.466214258,26.6572328,4.307332794,0,60.74787386,96.18594823,27,72.29814518,65.98358183,78.69736462,88.766717,83.81799192,94.88066195,5021000,0,15.80086321,4.64469313,22,13,732,0,85,78.6,91.3,39.7,136.8,130.2,143.4,37786,3400,17692,60537,8.70189086,20,50,43,9234000,0,1309000,0,0,0,0,0,22226000,0,3712000,31460000,0,5021000,0,0,0,0,0,0,31460000,0,28.52443747,14.27837299,5.792829598,15.82828818,13.81818182,11.84068741,10,6.932059795,5.109979145,25.81901082,160.9831932,634.5541231,98.05056971,48.4432479,20.56573719,260.8261358,2.591785792,40.77930593,Mal
178,South Africa,46,8,0.3,7,2241717000,64.89,73,103,66.4,60.5,69.6,93.2,81.4,99.6,1193029000,51860000,4,0.333630208,300,25,138,80,33.6,28.8,36.2,11,40.5,37.3,46.5,34078,1500,11141,41930,3.1,81.1111,83.3333,116,0,0,0,0,1123711000,122668000,0,11703000,156466000,346783000,5610000,156466000,346783000,5610000,43939000,117334000,145000,166607000,117334000,1135559000,633842000,310769000,62,19,7,21.7,41.91919192,0,80,6,5,7,141,600,226,23,46,200,2,28.8,Mal
180,South Sudan,19,2,330.1,0,13645323662,34.78,187,0,6.7,4.5,16.4,58.7,56.9,66.7,2367048074,382061313,19.2,3.865575911,26,9,789,20,60.3,54.9,65.4,39.3,92.6,87.1,97.5,25942,3500,17034,39487,2.9,34.44446667,53.3334,16,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,23,9,6.9,26.5060241,0,30,13,2,37,124,228,427,50,14,210,2.591785792,29,Mal
181,Spain,15,5,5.2,7,13645323662,74.86,33,77,99.9,100,99.8,100,100,100,2367048074,382061313,35.9,0.006811344,14700,16,5,56.89806865,3.5,3.2,3.8,2.8,4.1,3.8,4.4,1299,21,1039,1566,0.8,66.21412289,78.47684491,219,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,14.1,13,5,13.3,41.14285714,49.8,63.26745511,7,5,9,205,510,107,12.5,14,158,1.5,50,Bien
182,Sri Lanka,16,6,18.7,6,2453488000,58.96,107,46,95.1,96.7,88.1,95.6,95,98.5,681750000,9274000,16.9,0.063497892,1600,30,30,50,8.4,7.5,9.2,5.4,9.8,8.8,10.7,2620,98,1683,3091,37.2,73.33333333,90,291,763295000,1423900000,199901000,500000000,380873000,123303000,420537000,21353000,283396000,598916000,69198000,1046691000,2022816000,269099000,14258000,10135000,1151000,637561000,430672000,403377000,1684252000,0,50.3,12,9,1.1,5.777777778,0,80,8,3,47,116,1318,100,51,10,167,1.7,55.2,Bien
183,St. Kitts and Nevis,1,4,7.9,0,13645323662,55.83,124,29,72.29814518,65.98358183,78.69736462,98.3,98.3,98.3,2367048074,382061313,11.2,0.758700851,2851.535211,2,171.0704225,60,8.4,7.6,9.1,6.5,10.5,9.6,11.4,8,10793.52113,6,10,8,56.66666667,70,2,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,10,6,30.5,13.33333333,0,40,7,5,39,104,578,18,82,18.5,203,2.591785792,49.7,Bien
184,St. Lucia,5,4,22.4,0,26091000,64.2,77,29,90.5,91.9,84.7,96.3,95.6,99.5,5625000,0,5.6,0.091171389,1100,2,48,50,12.7,11.4,13.9,9.3,14.3,12.8,15.6,36,1,26,40,3.3,61.1111,53.3333,6,3438000,3323000,1324000,28032000,1760000,0,0,0,17162000,21338000,2541000,20600000,24661000,3865000,0,0,0,28032000,0,1760000,48632000,0,0,14,9,25.8,16.66666667,0,80,5,5,35,116,635,19,17,11,110,2,34.7,Mal
185,St. Vincent and the Grenadines,2,4,16.5,0,29051000,57.91,111,29,72.29814518,65.98358183,78.69736462,95.1,95.1,95.1,5221000,60000,5.1,0.093615673,1100,2,45,60,16.6,15,18.1,11.5,18.3,16.5,20,27,1,19,30,3.3,55.55556667,66.6667,5,3220000,5536000,653000,0,0,4996000,0,429000,22106000,22263000,4079000,25326000,27799000,4732000,0,0,0,4996000,0,429000,30322000,0,0,14,7,30.2,13.04347826,0,40,7,5,36,92,394,52,38,10,108,2.591785792,38.6,Mal
188,Sudan,23,0,14.8,0,477013000,46.97,159,22,72.29814518,65.98358183,78.69736462,88.766717,83.81799192,94.88066195,79903000,0,19.2,1.388879862,72,12,311,50,47.6,42.8,52,29.8,70.1,65.1,74.8,61285,4100,38567,89488,14.7,51.1111,73.3333,16,328311000,310247000,35546000,0,0,0,0,0,157844000,166766000,44357000,486155000,477013000,79903000,0,0,0,0,0,0,486155000,0,1.5,15,6,11.5,30.51643192,0,30,10,3,42,270,810,70,9,36,180,2,45.4,Mal
189,Suriname,9,1,100.7,0,13645323662,47.69,156,29,79.2,61.4,88.4,94.8,88.4,98.1,2367048074,382061313,0,0.371636756,270,9,155,40,19,16.6,21.3,11.5,21.3,18.7,23.8,186,15,112,209,0,62.22226667,76.6668,26,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,10,6,27.9,20.54715995,0,70,13,2,30,223,1715,113,106,84,199,5,27.9,Bien
190,Swaziland,13,2,23.4,7,30767000,59.1,105,4,57.5,56,63.1,74.1,68.9,93.6,6941000,0,5,1.310910499,76,7,389,40,44.5,39.8,48.8,14.2,60.7,55.9,65.2,1631,150,519,2221,4.1,58.8889,86.6667,11,18205000,23770000,2750000,0,0,380000,0,1836000,16934000,6997000,2355000,35139000,30767000,5105000,0,0,0,380000,0,1836000,35519000,0,46.4,13,9,25.6,6.153846154,0,50,12,4,33,96,956,137,21,30,110,2,34.7,Bien
191,Sweden,8,8,0.5,5,13645323662,81.72,8,15,99.3,99.6,99.3,100,100,100,2367048074,382061313,35.4,0.007769875,12900,1,4,56.89806865,2.4,2.2,2.6,1.6,3,2.7,3.3,271,5,181,343,0.6,66.21412289,78.47684491,14,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,7,1,13.1,43.5530086,0,63.26745511,3,6,6,116,321,52,14,7,122,2,49.1,Bien
192,Switzerland,6,0,2,6,13645323662,76.04,26,9,99.9,99.8,99.9,100,100,100,2367048074,382061313,17.7,0.008046574,12400,2,5,56.89806865,3.4,3.1,3.6,2.7,3.9,3.6,4.3,291,4,231,334,1.8,66.21412289,78.47684491,10,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,26.1,13,4,9.3,30.5,0,63.26745511,6,6,19,156,390,39,16,10,63,3,28.8,Bien
193,Syrian Arab Republic,18,7,8.5,2,376665000,42.56,175,50,95.7,95.1,96.2,90.1,87.2,92.3,59683000,0,19.3,0.226945398,440,15,68,30,11.1,9.9,12.2,7,12.9,11.6,14.1,4708,300,2966,5515,0.4,47.77776667,83.3333,4,290668000,205086000,21161000,0,0,0,0,0,141881000,171579000,38522000,432549000,376665000,59683000,0,0,0,0,0,0,432549000,0,0,14.27837299,4,23,12.4,5.9,30,7,1,20,160.9831932,872,71,19,13,336,4.1,42.7,Mal
194,Tajikistan,15,8,21.5,7,65727000,54.19,132,5,95,95.5,93.8,73.8,66.7,93.1,28822000,0,28.5,0.127137458,790,6,32,70,38.5,33.9,42.9,20.5,44.8,39.7,49.7,10293,82,5494,11799,35.6,81.11113333,93.3334,12,72744000,47479000,19898000,0,0,0,0,0,33422000,18248000,8924000,106166000,65727000,28822000,0,0,0,0,0,0,106166000,0,15.9,27,6,17.7,19.04761905,0,80,4,1,28,242,430,133,37,11,276,1.7,81.8,Mal
195,Tanzania,47,2,18,0,932221000,51.62,139,175,15.6,8.3,31.3,55.6,45.5,77.2,138428000,0,16.9,2.202405267,45,38,398,60,35.2,32.3,37.8,18.8,48.7,45,52.1,72069,8200,38575,98180,6.2,75.5556,86.6668,602,44187000,121735000,22905000,0,38176000,193542000,208680000,30116000,46130000,601806000,47231000,90317000,723541000,70136000,0,0,0,193542000,208680000,68292000,283859000,0,4.97,18,8,20.8,36,0,80,9,5,49,205,515,109,67,26,179,3,43.9,Mal
196,Thailand,51,10,6.4,6,35028000,71.42,49,99,93,96.1,89.9,97.8,98,97.6,277532000,0,5.4,0.028118214,3600,54,20,90,10.5,9.1,11.9,6.7,12.3,10.7,13.8,7778,140,4958,9173,2.6,85.55556667,86.6667,150,208995000,22117000,45342000,723542000,229254000,1588621000,0,753000,37907000,12911000,1799000,246902000,35028000,47141000,10228000,0,384000,2322391000,0,230391000,2569293000,0,60.2,17,3,19.5,6.091370558,0,80,6,3,22,103,440,37,3,27.5,264,2.7,27.5,Bien
197,Timor-Leste,6,5,0.3,4,13645323662,44.02,173,6,40.6,26.8,69,71.9,60.5,95.2,2367048074,382061313,0,1.22228197,82,4,215,50,44.7,40.8,48.3,22.3,52.6,48.2,56.7,2324,94,1162,2642,0,62.22223333,76.6667,1,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,16,5.792829598,11.2,38.46153846,5.8,60,4,0,18,207,1285,63,48.4432479,9,276,2.591785792,11.2,Mal
198,Togo,11,7,77.8,0,209582000,49.03,150,35,11.6,2.9,24.7,63.1,44.2,91.4,12871000,0,23.1,1.71769885,58,11,368,40,52.3,46.7,57.6,26.7,78.4,72.1,84.4,13077,940,6694,19512,14.7,65.55556667,86.6667,12,12614000,88861000,6106000,0,0,0,0,0,10953000,120721000,6765000,23567000,209582000,12871000,16388000,0,0,16388000,0,0,39955000,0,0,12,5,10.7,17.58241758,0.5,70,6,6,50,165,488,51,288,10,270,3,48.5,Mal
199,Tonga,5,3,7.8,3,82000,64.13,78,13,91,89,97.6,99.6,99.6,99.7,3097000,0,5.6,0.433792214,230,2,124,40,14.4,16.3,12.4,6.9,16.7,18.4,15,37,3,17,43,0.7,47.77776667,63.3333,4,9128000,0,2303000,0,0,24000,0,0,2560000,82000,794000,11688000,82000,3097000,0,0,0,24000,0,0,11712000,0,12.2,11,4,23.8,0,0,40,4,10,30,62,350,42,112,16,200,2.7,30.1,Mal
200,Trinidad and Tobago,5,4,0.7,6,13645323662,62.58,88,35,91.5,91.5,91.5,95.1,95.1,95.1,2367048074,382061313,8.5,0.115839419,860,2,63,50,18.2,16.2,20,13.2,20.4,18.2,22.4,344,12,249,387,1.8,56.66666667,50,2,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,69.6,16,9,21.9,28.57142857,0,70,7,7,39,253,1340,61,77,11.5,210,2.5,32.2,Bien
201,Tunisia,10,4,3.9,5,2152636000,64.88,74,39,91.6,79.8,97.4,97.7,93.2,100,345613000,0,25.2,0.140912439,710,13,62,80,12.1,10.9,13.3,8.2,14,12.7,15.3,2546,130,1724,2919,21.9,76.66673333,80.0002,7,410329000,769360000,81472000,0,105576000,75928000,97037000,11822000,904979000,1277106000,145790000,1315308000,2046466000,227262000,10053000,9133000,953000,85981000,106170000,118351000,1401289000,0,0,17,4,12.8,31.33640553,28.9,70,10,2,8,93,565,65,39,11,144,1.3,59.9,Bien
202,Turkey,20,9,16.6,7,4399562000,69.16,55,131,94.9,85.5,98.3,100,100,100,5175545000,797850000,19.9,0.033737899,3000,16,16,90,11.6,10.6,12.5,7.1,13.5,12.4,14.6,16325,210,9980,18936,3.1,82.22223333,86.6667,104,466745000,210773000,93362000,2786900000,3607269000,2027371000,1920828000,278972000,1341311000,2258428000,381435000,1808056000,2469201000,474797000,82740000,9533000,16657000,4897011000,1930361000,3902898000,6898602000,193535000,0,18,7,17.9,14.41605839,74.9,70,8,3,11,103,580,63,7,7.5,226,4.5,40.9,Bien
203,Turkmenistan,20,5.466214258,26.6572328,4.307332794,25415000,60.74787386,96.18594823,11,72.29814518,65.98358183,78.69736462,88.766717,83.81799192,94.88066195,4652000,0,15.80086321,0.10589831,940,8,42,30,43.7,36.8,50.3,22.6,51.4,43.9,58.5,5024,47,2581,5868,8.70189086,33.33333333,40,4,32964000,3874000,4028000,0,0,0,0,0,0,21541000,624000,32964000,25415000,4652000,0,0,0,0,0,0,32964000,0,28.52443747,14.27837299,5.792829598,15.82828818,25.80645161,11.84068741,30,6.932059795,5.109979145,25.81901082,160.9831932,634.5541231,98.05056971,48.4432479,20.56573719,260.8261358,2.591785792,40.77930593,Mal
204,Uganda,25,3,39.7,7,689754000,56.64,122,61,19.1,17.3,28.5,79,75.8,95.5,41442000,0,11.3,2.128303464,47,27,343,50,37.7,33.7,41.6,18.7,54.6,49.1,59.9,59856,5700,29738,85291,0,72.22226667,86.6668,52,13264000,158219000,9970000,0,0,0,0,0,53662000,531535000,31471000,66926000,689754000,41442000,0,0,0,0,0,0,66926000,0,5.3,18,10,25.2,34.97409326,0,80,15,6,31,159,490,86,42,27,209,2.2,36.5,Mal
205,Ukraine,18,4,0.6,7,9675489000,63.04,83,24,95.9,92.6,97.4,96.2,97.8,95.5,1282410000,232104000,43.1,0.037862152,2600,9,24,100,7.7,6.9,8.5,5.5,9,8.1,9.9,3331,120,2378,3997,0.1,91.1111,93.3333,19,95419000,0,2603000,6242548000,818479000,22784000,0,360000,1301136000,9675489000,228864000,1396555000,9675489000,231467000,0,0,0,6265332000,0,818839000,7661887000,0,36.7,10,7,9,11.84834123,0,80,4,8,5,67,378,263,23,7,350,2.9,52.2,Bien
206,United Arab Emirates,12,10,6.2,7,13645323662,75.1,31,14,97.6,95.2,98,99.6,100,99.6,2367048074,382061313,14.1,0.012654758,7900,7,6,56.89806865,5.9,5.2,6.4,3.5,6.8,6.1,7.5,571,6,339,661,1.8,66.21412289,78.47684491,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,38.4,8,2,0,17.5,7.7,63.26745511,6,2,4,43.5,495,32,1.5,8,12,3.2,15.9,Bien
207,United Kingdom,8,10,0.1,8,13645323662,82.46,6,47,99.2,99.6,99.1,100,100,100,2367048074,382061313,11.2,0.017343203,5800,5,9,56.89806865,3.5,3.2,3.9,2.4,4.2,3.8,4.7,2655,74,1820,3235,1.6,66.21412289,78.47684491,22,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,9,6,19.2,29.38461538,0,63.26745511,4,7,8,105,437,79,21.5,4.5,110,1,32,Bien
208,United States,77,7.4,1.1,8,13645323662,82.15,7,247,100,100,100,99.2,98.2,99.4,2367048074,382061313,15.80086321,0.026115561,3800,35,14,56.89806865,5.6,5,6.1,3.6,6.5,5.9,7.1,21321,550,13699,24923,8.70189086,66.21412289,78.47684491,379,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,15.8,4.4,15.82828818,19.39953811,0,63.26745511,6,11,10.6,80.6,420,89.6,15.2,5.6,175,1.5,43.9,Bien
210,Uruguay,22,3,22,8,13645323662,61.21,92,40,96.4,92.6,96.6,99.7,93.9,100,2367048074,382061313,15.6,0.030240961,3300,10,15,80,8.7,7.8,9.5,5.1,10.1,9.1,11.1,419,7,246,487,2.6,88.88886667,86.6666,22,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,100,21,8,23.6,16.16161616,84.1,100,5,4,31,251,725,48,66,6.5,277,1.8,41.8,Bien
211,Uzbekistan,20,7,3.4,7,875279000,62.6,87,7,100,100,100,88.766717,83.81799192,98.5,77165000,0,28.2,0.099476985,1000,9,36,50,33.9,29.2,38.4,20.4,39.1,33.9,44.1,22771,240,13652,26205,1.5,51.11113333,73.3334,17,264154000,338428000,35356000,0,0,41093000,77256000,5006000,108218000,459595000,36679000,372372000,798023000,72035000,13728000,0,124000,54821000,77256000,5130000,427193000,0,19.4,23,9,11.4,16,0,30,5,6,33,176,225,89,46,6.5,192.5,2,41.1,Mal
212,Vanuatu,9,5,44.2,4,5521000,61.08,94,16,57.9,55.4,65.1,94.5,92.9,98.9,1378000,0,4.5,0.28144674,360,7,78,30,23.1,21.1,25,11.6,27.5,25.2,29.8,157,5,79,189,4,45.55556667,56.6667,10,3388000,3950000,507000,0,0,0,0,0,2500000,1571000,871000,5888000,5521000,1378000,0,0,0,0,0,0,5888000,0,6.6,12,4,0,0,0,50,8,10,31,55,430,122,58,35,120,2.6,8.5,Mal
213,"Venezuela, RB",44,3,88.7,7,13645323662,35.51,186,42,94.4,69.9,97.5,93.1,77.9,95,2367048074,382061313,18,0.239929735,420,34,95,70,12.9,11.2,14.4,8.9,14.9,13.2,16.6,7746,570,5339,8946,37.1,82.22223333,96.6667,77,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,28.2,9,9,9.9,16.96969697,0,80,17,1,70,381,610,178,52,144,792,4,65,Bien
214,Vietnam,46,7,4.9,7,7377850000,62.1,90,76,78,69.7,94.4,97.6,96.9,99.1,822262000,23238000,24.8,0.114473923,870,54,54,60,17.3,15,19.6,11.4,21.7,18.7,24.6,27243,860,17927,34191,0.1,82.22223333,86.6667,199,1093677000,4555295000,338201000,13736000,86787000,623603000,565151000,203671000,347484000,2257404000,169489000,1441161000,6812699000,507690000,22355000,0,876000,659694000,565151000,291334000,2100855000,0,6.9,10,5,14.5,24.29718876,41.5,100,10,7,30,166,400,59,57.5,20,770,5,39.4,Mal
215,West Bank and Gaza,13,6,82.5,8,13645323662,54.83,129,2,92.3,90.2,93,58.4,81.5,50.7,2367048074,382061313,0,0.205739599,490,3,45,80,18,16.6,19.4,11.8,21.1,19.3,22.9,2705,69,1771,3145,0.3,80,80,0,1412538212,1977659120,256485635.2,1738664237,1257711417,1147814478,8754351018,199219621.1,1111206178,2080436850,238599682.4,2523744352,4058094841,495085279.4,162726472.1,192748007.6,32970375.36,3049205263,9021472499,1489901451,6235978720,663030946.6,0,17,7,15,20.54715995,22.5,80,9,0,28,108,540,63,49,44,162,2.591785792,15.3,Mal
217,"Yemen, Rep.",18,6,68,0,537722000,44.54,170,28,72.29814518,65.98358183,78.69736462,88.766717,83.81799192,94.88066195,77728000,0,11.3,1.658728865,60,8,385,60,33.8,30.4,37.1,22.1,41.9,38.3,45.5,27775,3300,18235,34351,1.8,55.5556,76.6668,162,149907000,90364000,29897000,0,0,176000,0,0,293834000,447358000,47831000,443741000,537722000,77728000,0,0,0,176000,0,0,443917000,0,0,11,6,20,0,1.3,30,6,0,44,184,645,110,19,40,248,3,33.1,Mal
218,Zambia,18,4,33.6,8,763274000,60.5,97,20,43.9,35.7,55.6,65.4,51.3,85.6,170737000,713000,10.4,1.258249266,79,11,224,40,43.3,39.2,47.2,21.4,64,58.9,68.9,26636,1400,13188,38990,6.2,60.00003333,80.0001,20,67311000,297432000,35654000,0,125312000,0,0,0,30215000,391696000,8801000,97526000,689128000,44455000,41400000,74139000,257000,41400000,74139000,125569000,158140000,19214000,8.9,10,5,2,12.65822785,0,60,6,7,26,208,611,117,45,7.5,157,2.4,18.6,Mal
219,Zimbabwe,17,8,112,5,83777000,48.17,155,3,36.8,30.8,49.3,76.9,67.3,97,23214000,0,5.6,1.938964261,52,10,443,50,46.6,41.2,51.8,23.5,70.7,64.9,76.1,25398,2400,12836,38087,8.4,62.2222,76.6666,17,144888000,82512000,21587000,0,0,0,0,0,21505000,1265000,1626000,166393000,83777000,23213000,625000,0,1000,625000,0,1000,167018000,0,32.1,10,5,18.8,31.48148148,0,60,9,5,49,448,410,106,36,90,242,3.3,32.8,Mal
